UF;MUNICIPIO;code_muni;code_muni2;CAPITALUF;DISTANCIABRASILIA;DISTANCIACAPITAL;MUNICIPIOX;MUNICIPIOY;CAPITALX;CAPITALY
RO;Alta Floresta D'Oeste;110001;1100015;Porto Velho;1577.25;409.34;-11.929;-61.996;-8.762;-63.904
RO;Ariquemes;110002;1100023;Porto Velho;1762.34;159.20;-9.913;-63.041;-8.762;-63.904
RO;Cabixi;110003;1100031;Porto Velho;1380.57;640.97;-13.492;-60.545;-8.762;-63.904
RO;Cacoal;110004;1100049;Porto Velho;1538.07;401.01;-11.438;-61.448;-8.762;-63.904
RO;Cerejeiras;110005;1100056;Porto Velho;1416.17;596.81;-13.189;-60.812;-8.762;-63.904
RO;Colorado do Oeste;110006;1100064;Porto Velho;1389.63;607.58;-13.117;-60.542;-8.762;-63.904
RO;Corumbiara;110007;1100072;Porto Velho;1430.07;571.49;-12.962;-60.887;-8.762;-63.904
RO;Costa Marques;110008;1100080;Porto Velho;1795.51;411.05;-12.445;-64.227;-8.762;-63.904
RO;Espigão D'Oeste;110009;1100098;Porto Velho;1490.21;441.03;-11.525;-61.013;-8.762;-63.904
RO;Guajará-Mirim;110010;1100106;Porto Velho;1963.20;274.27;-10.783;-65.339;-8.762;-63.904
RO;Jaru;110011;1100114;Porto Velho;1681.68;244.19;-10.439;-62.466;-8.762;-63.904
RO;Ji-Paraná;110012;1100122;Porto Velho;1610.44;318.87;-10.882;-61.944;-8.762;-63.904
RO;Machadinho D'Oeste;110013;1100130;Porto Velho;1678.63;224.34;-9.444;-61.981;-8.762;-63.904
RO;Nova Brasilândia D'Oeste;110014;1100148;Porto Velho;1618.86;371.71;-11.725;-62.331;-8.762;-63.904
RO;Ouro Preto do Oeste;110015;1100155;Porto Velho;1648.09;283.09;-10.716;-62.248;-8.762;-63.904
RO;Pimenta Bueno;110018;1100189;Porto Velho;1503.17;439.05;-11.673;-61.193;-8.762;-63.904
RO;Porto Velho;110020;1100205;Porto Velho;1901.64;0.00;-8.762;-63.904;-8.762;-63.904
RO;Presidente Médici;110025;1100254;Porto Velho;1594.46;346.65;-11.176;-61.901;-8.762;-63.904
RO;Rio Crespo;110026;1100262;Porto Velho;1757.49;152.11;-9.705;-62.900;-8.762;-63.904
RO;Rolim de Moura;110028;1100288;Porto Velho;1561.34;404.03;-11.733;-61.778;-8.762;-63.904
RO;Santa Luzia D'Oeste;110029;1100296;Porto Velho;1555.64;419.44;-11.902;-61.779;-8.762;-63.904
RO;Vilhena;110030;1100304;Porto Velho;1358.85;603.51;-12.741;-60.146;-8.762;-63.904
RO;São Miguel do Guaporé;110032;1100320;Porto Velho;1656.96;350.96;-11.681;-62.684;-8.762;-63.904
RO;Nova Mamoré;110033;1100338;Porto Velho;1975.76;241.04;-10.411;-65.331;-8.762;-63.904
RO;Alvorada D'Oeste;110034;1100346;Porto Velho;1635.95;337.74;-11.408;-62.389;-8.762;-63.904
RO;Alto Alegre dos Parecis;110037;1100379;Porto Velho;1555.68;436.43;-12.128;-61.851;-8.762;-63.904
RO;Alto Paraíso;110040;1100403;Porto Velho;1799.33;123.60;-9.713;-63.321;-8.762;-63.904
RO;Buritis;110045;1100452;Porto Velho;1829.48;161.44;-10.212;-63.829;-8.762;-63.904
RO;Novo Horizonte do Oeste;110050;1100502;Porto Velho;1585.09;388.40;-11.710;-62.000;-8.762;-63.904
RO;Cacaulândia;110060;1100601;Porto Velho;1729.39;207.37;-10.340;-62.896;-8.762;-63.904
RO;Campo Novo de Rondônia;110070;1100700;Porto Velho;1794.56;203.43;-10.571;-63.627;-8.762;-63.904
RO;Candeias do Jamari;110080;1100809;Porto Velho;1880.16;22.54;-8.791;-63.701;-8.762;-63.904
RO;Castanheiras;110090;1100908;Porto Velho;1590.04;365.46;-11.427;-61.950;-8.762;-63.904
RO;Chupinguaia;110092;1100924;Porto Velho;1443.29;534.15;-12.552;-60.900;-8.762;-63.904
RO;Cujubim;110094;1100940;Porto Velho;1742.15;159.51;-9.363;-62.585;-8.762;-63.904
RO;Governador Jorge Teixeira;110100;1101005;Porto Velho;1702.14;242.05;-10.610;-62.737;-8.762;-63.904
RO;Itapuã do Oeste;110110;1101104;Porto Velho;1808.65;93.54;-9.205;-63.180;-8.762;-63.904
RO;Ministro Andreazza;110120;1101203;Porto Velho;1554.43;376.26;-11.196;-61.517;-8.762;-63.904
RO;Mirante da Serra;110130;1101302;Porto Velho;1679.35;285.87;-11.030;-62.675;-8.762;-63.904
RO;Monte Negro;110140;1101401;Porto Velho;1773.28;178.22;-10.246;-63.290;-8.762;-63.904
RO;Nova União;110143;1101435;Porto Velho;1672.51;279.96;-10.904;-62.561;-8.762;-63.904
RO;Parecis;110145;1101450;Porto Velho;1528.36;455.31;-12.175;-61.603;-8.762;-63.904
RO;Pimenteiras do Oeste;110146;1101468;Porto Velho;1433.86;610.47;-13.483;-61.047;-8.762;-63.904
RO;Primavera de Rondônia;110147;1101476;Porto Velho;1510.80;442.79;-11.828;-61.321;-8.762;-63.904
RO;São Felipe D'Oeste;110148;1101484;Porto Velho;1526.91;437.04;-11.903;-61.502;-8.762;-63.904
RO;São Francisco do Guaporé;110149;1101492;Porto Velho;1737.16;368.77;-12.062;-63.569;-8.762;-63.904
RO;Seringueiras;110150;1101500;Porto Velho;1689.17;350.84;-11.798;-63.031;-8.762;-63.904
RO;Teixeirópolis;110155;1101559;Porto Velho;1640.09;300.58;-10.918;-62.249;-8.762;-63.904
RO;Theobroma;110160;1101609;Porto Velho;1678.81;236.67;-10.244;-62.355;-8.762;-63.904
RO;Urupá;110170;1101708;Porto Velho;1645.07;311.52;-11.125;-62.376;-8.762;-63.904
RO;Vale do Anari;110175;1101757;Porto Velho;1678.96;224.78;-9.863;-62.186;-8.762;-63.904
RO;Vale do Paraíso;110180;1101807;Porto Velho;1647.69;269.89;-10.449;-62.134;-8.762;-63.904
AC;Acrelândia;120001;1200013;Rio Branco;2157.55;102.85;-9.828;-66.883;-9.975;-67.810
AC;Assis Brasil;120005;1200054;Rio Branco;2400.33;220.11;-10.941;-69.567;-9.975;-67.810
AC;Brasiléia;120010;1200104;Rio Branco;2312.11;154.15;-11.010;-68.748;-9.975;-67.810
AC;Bujari;120013;1200138;Rio Branco;2267.91;22.32;-9.831;-67.952;-9.975;-67.810
AC;Capixaba;120017;1200179;Rio Branco;2213.50;68.09;-10.573;-67.676;-9.975;-67.810
AC;Cruzeiro do Sul;120020;1200203;Rio Branco;2838.80;594.21;-7.631;-72.670;-9.975;-67.810
AC;Epitaciolândia;120025;1200252;Rio Branco;2310.80;155.23;-11.029;-68.741;-9.975;-67.810
AC;Feijó;120030;1200302;Rio Branco;2579.45;344.35;-8.164;-70.354;-9.975;-67.810
AC;Jordão;120032;1200328;Rio Branco;2691.06;450.56;-9.434;-71.884;-9.975;-67.810
AC;Mâncio Lima;120033;1200336;Rio Branco;2862.75;617.44;-7.614;-72.896;-9.975;-67.810
AC;Manoel Urbano;120034;1200344;Rio Branco;2440.29;203.12;-8.839;-69.260;-9.975;-67.810
AC;Marechal Thaumaturgo;120035;1200351;Rio Branco;2802.75;558.40;-8.941;-72.792;-9.975;-67.810
AC;Plácido de Castro;120038;1200385;Rio Branco;2170.33;79.35;-10.335;-67.184;-9.975;-67.810
AC;Porto Walter;120039;1200393;Rio Branco;2821.94;573.93;-8.269;-72.744;-9.975;-67.810
AC;Rio Branco;120040;1200401;Rio Branco;2248.01;0.00;-9.975;-67.810;-9.975;-67.810
AC;Rodrigues Alves;120042;1200427;Rio Branco;2832.05;586.54;-7.742;-72.647;-9.975;-67.810
AC;Santa Rosa do Purus;120043;1200435;Rio Branco;2545.97;300.18;-9.433;-70.493;-9.975;-67.810
AC;Senador Guiomard;120045;1200450;Rio Branco;2234.10;21.18;-10.151;-67.736;-9.975;-67.810
AC;Sena Madureira;120050;1200500;Rio Branco;2369.41;137.27;-9.066;-68.657;-9.975;-67.810
AC;Tarauacá;120060;1200609;Rio Branco;2621.87;382.14;-8.161;-70.766;-9.975;-67.810
AC;Xapuri;120070;1200708;Rio Branco;2297.51;106.92;-10.652;-68.504;-9.975;-67.810
AC;Porto Acre;120080;1200807;Rio Branco;2233.62;52.66;-9.588;-67.533;-9.975;-67.810
AM;Alvarães;130002;1300029;Manaus;2315.00;530.76;-3.221;-64.804;-3.102;-60.025
AM;Amaturá;130006;1300060;Manaus;2611.95;907.81;-3.364;-68.198;-3.102;-60.025
AM;Anamã;130008;1300086;Manaus;2003.07;162.04;-3.580;-61.404;-3.102;-60.025
AM;Anori;130010;1300102;Manaus;2007.87;194.57;-3.773;-61.644;-3.102;-60.025
AM;Apuí;130014;1300144;Manaus;1614.24;455.58;-7.197;-59.891;-3.102;-60.025
AM;Atalaia do Norte;130020;1300201;Manaus;2743.24;1136.89;-4.372;-70.192;-3.102;-60.025
AM;Autazes;130030;1300300;Manaus;1827.94;112.58;-3.580;-59.131;-3.102;-60.025
AM;Barcelos;130040;1300409;Manaus;2326.88;399.63;-0.975;-62.924;-3.102;-60.025
AM;Barreirinha;130050;1300508;Manaus;1756.90;329.94;-2.793;-57.070;-3.102;-60.025
AM;Benjamin Constant;130060;1300607;Manaus;2727.07;1119.31;-4.383;-70.031;-3.102;-60.025
AM;Beruri;130063;1300631;Manaus;1976.36;173.83;-3.898;-61.373;-3.102;-60.025
AM;Boa Vista do Ramos;130068;1300680;Manaus;1773.97;270.78;-2.970;-57.590;-3.102;-60.025
AM;Boca do Acre;130070;1300706;Manaus;2253.20;1029.13;-8.752;-67.398;-3.102;-60.025
AM;Borba;130080;1300805;Manaus;1796.98;150.78;-4.388;-59.594;-3.102;-60.025
AM;Caapiranga;130083;1300839;Manaus;2006.97;133.83;-3.328;-61.209;-3.102;-60.025
AM;Canutama;130090;1300904;Manaus;2066.41;615.41;-6.534;-64.383;-3.102;-60.025
AM;Carauari;130100;1301001;Manaus;2399.40;787.44;-4.883;-66.896;-3.102;-60.025
AM;Careiro;130110;1301100;Manaus;1906.40;83.32;-3.768;-60.369;-3.102;-60.025
AM;Careiro da Várzea;130115;1301159;Manaus;1909.11;25.75;-3.221;-59.826;-3.102;-60.025
AM;Coari;130120;1301209;Manaus;2110.86;362.66;-4.085;-63.141;-3.102;-60.025
AM;Codajás;130130;1301308;Manaus;2037.09;239.88;-3.837;-62.057;-3.102;-60.025
AM;Eirunepé;130140;1301407;Manaus;2596.27;1160.52;-6.660;-69.874;-3.102;-60.025
AM;Envira;130150;1301506;Manaus;2576.37;1206.99;-7.433;-70.023;-3.102;-60.025
AM;Fonte Boa;130160;1301605;Manaus;2476.15;676.97;-2.514;-66.092;-3.102;-60.025
AM;Guajará;130165;1301654;Manaus;2833.33;1475.31;-7.546;-72.584;-3.102;-60.025
AM;Humaitá;130170;1301704;Manaus;1881.93;591.43;-7.506;-63.021;-3.102;-60.025
AM;Ipixuna;130180;1301803;Manaus;2762.82;1364.84;-7.051;-71.695;-3.102;-60.025
AM;Iranduba;130185;1301852;Manaus;1930.99;27.08;-3.285;-60.186;-3.102;-60.025
AM;Itacoatiara;130190;1301902;Manaus;1816.16;175.60;-3.143;-58.444;-3.102;-60.025
AM;Itamarati;130195;1301951;Manaus;2446.49;983.65;-6.425;-68.253;-3.102;-60.025
AM;Itapiranga;130200;1302009;Manaus;1822.19;225.87;-2.749;-58.022;-3.102;-60.025
AM;Japurá;130210;1302108;Manaus;2567.62;743.96;-1.826;-66.599;-3.102;-60.025
AM;Juruá;130220;1302207;Manaus;2409.79;672.27;-3.481;-66.069;-3.102;-60.025
AM;Jutaí;130230;1302306;Manaus;2520.48;749.74;-2.747;-66.767;-3.102;-60.025
AM;Lábrea;130240;1302405;Manaus;2065.78;702.08;-7.259;-64.798;-3.102;-60.025
AM;Manacapuru;130250;1302504;Manaus;1963.14;69.74;-3.300;-60.621;-3.102;-60.025
AM;Manaquiri;130255;1302553;Manaus;1940.40;60.29;-3.428;-60.459;-3.102;-60.025
AM;Manaus;130260;1302603;Manaus;1933.77;0.00;-3.102;-60.025;-3.102;-60.025
AM;Manicoré;130270;1302702;Manaus;1831.84;332.53;-5.809;-61.300;-3.102;-60.025
AM;Maraã;130280;1302801;Manaus;2477.54;632.57;-1.856;-65.581;-3.102;-60.025
AM;Maués;130290;1302900;Manaus;1745.54;257.92;-3.384;-57.719;-3.102;-60.025
AM;Nhamundá;130300;1303007;Manaus;1791.84;381.72;-2.186;-56.713;-3.102;-60.025
AM;Nova Olinda do Norte;130310;1303106;Manaus;1799.62;135.33;-3.888;-59.094;-3.102;-60.025
AM;Novo Airão;130320;1303205;Manaus;2042.45;115.23;-2.621;-60.944;-3.102;-60.025
AM;Novo Aripuanã;130330;1303304;Manaus;1803.35;227.93;-5.121;-60.380;-3.102;-60.025
AM;Parintins;130340;1303403;Manaus;1751.72;369.04;-2.628;-56.736;-3.102;-60.025
AM;Pauini;130350;1303502;Manaus;2256.98;924.53;-7.714;-66.976;-3.102;-60.025
AM;Presidente Figueiredo;130353;1303536;Manaus;2022.97;118.76;-2.034;-60.025;-3.102;-60.025
AM;Rio Preto da Eva;130356;1303569;Manaus;1943.30;57.54;-2.699;-59.700;-3.102;-60.025
AM;Santa Isabel do Rio Negro;130360;1303601;Manaus;2536.82;630.36;-0.414;-65.019;-3.102;-60.025
AM;Santo Antônio do Içá;130370;1303700;Manaus;2604.25;878.82;-3.102;-67.940;-3.102;-60.025
AM;São Gabriel da Cachoeira;130380;1303809;Manaus;2729.41;851.80;-0.130;-67.089;-3.102;-60.025
AM;São Paulo de Olivença;130390;1303908;Manaus;2674.06;982.76;-3.378;-68.873;-3.102;-60.025
AM;São Sebastião do Uatumã;130395;1303957;Manaus;1828.12;246.37;-2.572;-57.871;-3.102;-60.025
AM;Silves;130400;1304005;Manaus;1826.72;203.77;-2.839;-58.209;-3.102;-60.025
AM;Tabatinga;130406;1304062;Manaus;2725.19;1107.40;-4.253;-69.938;-3.102;-60.025
AM;Tapauá;130410;1304104;Manaus;2010.73;448.85;-5.628;-63.183;-3.102;-60.025
AM;Tefé;130420;1304203;Manaus;2297.75;520.99;-3.354;-64.711;-3.102;-60.025
AM;Tonantins;130423;1304237;Manaus;2605.97;863.96;-2.873;-67.802;-3.102;-60.025
AM;Uarini;130426;1304260;Manaus;2357.41;564.54;-2.990;-65.108;-3.102;-60.025
AM;Urucará;130430;1304302;Manaus;1824.16;259.30;-2.536;-57.760;-3.102;-60.025
AM;Urucurituba;130440;1304401;Manaus;1797.34;207.65;-3.131;-58.155;-3.102;-60.025
RR;Amajari;140002;1400027;Boa Vista;2618.31;120.68;3.652;-61.371;2.820;-60.673
RR;Alto Alegre;140005;1400050;Boa Vista;2551.71;71.01;2.980;-61.292;2.820;-60.673
RR;Boa Vista;140010;1400100;Boa Vista;2498.30;0.00;2.820;-60.673;2.820;-60.673
RR;Bonfim;140015;1400159;Boa Vista;2498.81;110.92;3.360;-59.833;2.820;-60.673
RR;Cantá;140017;1400175;Boa Vista;2474.20;24.83;2.610;-60.597;2.820;-60.673
RR;Caracaraí;140020;1400209;Boa Vista;2435.67;122.55;1.816;-61.128;2.820;-60.673
RR;Caroebe;140023;1400233;Boa Vista;2259.15;241.10;0.884;-59.696;2.820;-60.673
RR;Iracema;140028;1400282;Boa Vista;2463.06;81.88;2.182;-61.041;2.820;-60.673
RR;Mucajaí;140030;1400308;Boa Vista;2476.64;50.16;2.430;-60.900;2.820;-60.673
RR;Normandia;140040;1400407;Boa Vista;2536.69;165.84;3.881;-59.623;2.820;-60.673
RR;Pacaraima;140045;1400456;Boa Vista;2676.96;186.67;4.431;-61.146;2.820;-60.673
RR;Rorainópolis;140047;1400472;Boa Vista;2311.02;210.30;0.946;-60.418;2.820;-60.673
RR;São João da Baliza;140050;1400506;Boa Vista;2278.86;224.41;0.951;-59.911;2.820;-60.673
RR;São Luiz;140060;1400605;Boa Vista;2299.60;209.75;1.005;-60.159;2.820;-60.673
RR;Uiramutã;140070;1400704;Boa Vista;2635.83;205.28;4.596;-60.168;2.820;-60.673
PA;Abaetetuba;150010;1500107;Belém;1567.11;51.22;-1.718;-48.883;-1.456;-48.504
PA;Abel Figueiredo;150013;1500131;Belém;1204.86;389.15;-4.954;-48.393;-1.456;-48.504
PA;Acará;150020;1500206;Belém;1536.88;65.71;-1.961;-48.197;-1.456;-48.504
PA;Afuá;150030;1500305;Belém;1758.01;254.35;-0.157;-50.387;-1.456;-48.504
PA;Água Azul do Norte;150034;1500347;Belém;1037.02;631.89;-6.791;-50.467;-1.456;-48.504
PA;Alenquer;150040;1500404;Belém;1710.02;694.99;-1.942;-54.738;-1.456;-48.504
PA;Almeirim;150050;1500503;Belém;1665.31;453.36;-1.523;-52.582;-1.456;-48.504
PA;Altamira;150060;1500602;Belém;1474.71;454.86;-3.203;-52.206;-1.456;-48.504
PA;Anajás;150070;1500701;Belém;1659.61;167.94;-0.987;-49.940;-1.456;-48.504
PA;Ananindeua;150080;1500800;Belém;1603.50;17.76;-1.366;-48.372;-1.456;-48.504
PA;Anapu;150085;1500859;Belém;1414.51;373.91;-3.472;-51.198;-1.456;-48.504
PA;Augusto Corrêa;150090;1500909;Belém;1647.06;212.22;-1.022;-46.645;-1.456;-48.504
PA;Aurora do Pará;150095;1500958;Belém;1517.90;128.92;-2.134;-47.563;-1.456;-48.504
PA;Aveiro;150100;1501006;Belém;1577.33;795.24;-3.606;-55.332;-1.456;-48.504
PA;Bagre;150110;1501105;Belém;1562.68;191.00;-1.900;-50.164;-1.456;-48.504
PA;Baião;150120;1501204;Belém;1456.85;197.18;-2.791;-49.672;-1.456;-48.504
PA;Bannach;150125;1501253;Belém;975.25;687.89;-7.348;-50.396;-1.456;-48.504
PA;Barcarena;150130;1501303;Belém;1589.03;14.66;-1.506;-48.626;-1.456;-48.504
PA;Belém;150140;1501402;Belém;1594.00;0.00;-1.456;-48.504;-1.456;-48.504
PA;Belterra;150145;1501451;Belém;1650.70;726.79;-2.636;-54.937;-1.456;-48.504
PA;Benevides;150150;1501501;Belém;1603.69;30.67;-1.361;-48.245;-1.456;-48.504
PA;Bom Jesus do Tocantins;150157;1501576;Belém;1195.31;399.92;-5.051;-48.609;-1.456;-48.504
PA;Bonito;150160;1501600;Belém;1604.55;133.46;-1.363;-47.307;-1.456;-48.504
PA;Bragança;150170;1501709;Belém;1641.37;197.33;-1.063;-46.773;-1.456;-48.504
PA;Brasil Novo;150172;1501725;Belém;1485.36;504.31;-3.262;-52.668;-1.456;-48.504
PA;Brejo Grande do Araguaia;150175;1501758;Belém;1122.19;471.91;-5.699;-48.413;-1.456;-48.504
PA;Breu Branco;150178;1501782;Belém;1319.54;303.12;-4.009;-49.461;-1.456;-48.504
PA;Breves;150180;1501808;Belém;1592.35;221.07;-1.682;-50.480;-1.456;-48.504
PA;Bujaru;150190;1501907;Belém;1586.25;51.44;-1.515;-48.045;-1.456;-48.504
PA;Cachoeira do Piriá;150195;1501956;Belém;1576.35;220.83;-1.671;-46.529;-1.456;-48.504
PA;Cachoeira do Arari;150200;1502004;Belém;1646.14;71.08;-1.011;-48.963;-1.456;-48.504
PA;Cametá;150210;1502103;Belém;1514.88;140.83;-2.244;-49.496;-1.456;-48.504
PA;Canaã dos Carajás;150215;1502152;Belém;1053.82;580.87;-6.497;-49.878;-1.456;-48.504
PA;Capanema;150220;1502202;Belém;1623.75;149.89;-1.196;-47.181;-1.456;-48.504
PA;Capitão Poço;150230;1502301;Belém;1563.50;163.14;-1.745;-47.065;-1.456;-48.504
PA;Castanhal;150240;1502400;Belém;1610.44;67.07;-1.297;-47.922;-1.456;-48.504
PA;Chaves;150250;1502509;Belém;1751.49;219.07;-0.160;-49.988;-1.456;-48.504
PA;Colares;150260;1502608;Belém;1650.92;62.77;-0.937;-48.282;-1.456;-48.504
PA;Conceição do Araguaia;150270;1502707;Belém;848.90;761.03;-8.258;-49.265;-1.456;-48.504
PA;Concórdia do Pará;150275;1502756;Belém;1533.27;85.70;-1.991;-47.949;-1.456;-48.504
PA;Cumaru do Norte;150276;1502764;Belém;937.03;751.48;-7.825;-50.773;-1.456;-48.504
PA;Curionópolis;150277;1502772;Belém;1091.59;528.07;-6.091;-49.541;-1.456;-48.504
PA;Curralinho;150280;1502806;Belém;1566.34;148.91;-1.814;-49.795;-1.456;-48.504
PA;Curuá;150285;1502855;Belém;1733.91;736.58;-1.888;-55.117;-1.456;-48.504
PA;Curuçá;150290;1502905;Belém;1673.06;107.94;-0.734;-47.855;-1.456;-48.504
PA;Dom Eliseu;150293;1502939;Belém;1279.03;333.56;-4.285;-47.505;-1.456;-48.504
PA;Eldorado dos Carajás;150295;1502954;Belém;1087.08;525.38;-6.104;-49.355;-1.456;-48.504
PA;Faro;150300;1503002;Belém;1795.14;919.34;-2.171;-56.745;-1.456;-48.504
PA;Floresta do Araguaia;150304;1503044;Belém;935.03;691.17;-7.554;-49.713;-1.456;-48.504
PA;Garrafão do Norte;150307;1503077;Belém;1542.60;169.81;-1.934;-47.053;-1.456;-48.504
PA;Goianésia do Pará;150309;1503093;Belém;1333.45;273.47;-3.843;-49.097;-1.456;-48.504
PA;Gurupá;150310;1503101;Belém;1649.37;348.64;-1.405;-51.640;-1.456;-48.504
PA;Igarapé-Açu;150320;1503200;Belém;1629.70;105.07;-1.127;-47.618;-1.456;-48.504
PA;Igarapé-Miri;150330;1503309;Belém;1539.19;76.81;-1.975;-48.960;-1.456;-48.504
PA;Inhangapi;150340;1503408;Belém;1595.65;65.31;-1.430;-47.917;-1.456;-48.504
PA;Ipixuna do Pará;150345;1503457;Belém;1470.99;166.17;-2.558;-47.494;-1.456;-48.504
PA;Irituia;150350;1503507;Belém;1558.88;123.39;-1.769;-47.439;-1.456;-48.504
PA;Itaituba;150360;1503606;Belém;1552.78;887.83;-4.276;-55.984;-1.456;-48.504
PA;Itupiranga;150370;1503705;Belém;1193.46;419.16;-5.135;-49.327;-1.456;-48.504
PA;Jacareacanga;150375;1503754;Belém;1508.59;1154.83;-6.224;-57.754;-1.456;-48.504
PA;Jacundá;150380;1503804;Belém;1266.38;339.89;-4.451;-49.116;-1.456;-48.504
PA;Juruti;150390;1503903;Belém;1759.52;846.87;-2.152;-56.092;-1.456;-48.504
PA;Limoeiro do Ajuru;150400;1504000;Belém;1552.11;109.02;-1.895;-49.381;-1.456;-48.504
PA;Mãe do Rio;150405;1504059;Belém;1526.15;125.23;-2.060;-47.553;-1.456;-48.504
PA;Magalhães Barata;150410;1504109;Belém;1666.65;124.69;-0.795;-47.598;-1.456;-48.504
PA;Marabá;150420;1504208;Belém;1164.89;440.41;-5.369;-49.118;-1.456;-48.504
PA;Maracanã;150430;1504307;Belém;1670.42;140.12;-0.765;-47.450;-1.456;-48.504
PA;Marapanim;150440;1504406;Belém;1675.46;122.13;-0.714;-47.694;-1.456;-48.504
PA;Marituba;150442;1504422;Belém;1604.62;21.22;-1.355;-48.342;-1.456;-48.504
PA;Medicilândia;150445;1504455;Belém;1474.89;535.02;-3.446;-52.889;-1.456;-48.504
PA;Melgaço;150450;1504505;Belém;1583.69;248.45;-1.804;-50.712;-1.456;-48.504
PA;Mocajuba;150460;1504604;Belém;1477.46;167.79;-2.584;-49.507;-1.456;-48.504
PA;Moju;150470;1504703;Belém;1547.90;55.97;-1.884;-48.769;-1.456;-48.504
PA;Monte Alegre;150480;1504802;Belém;1672.60;621.55;-2.008;-54.069;-1.456;-48.504
PA;Muaná;150490;1504901;Belém;1591.02;79.66;-1.528;-49.217;-1.456;-48.504
PA;Nova Esperança do Piriá;150495;1504950;Belém;1506.06;193.36;-2.269;-46.966;-1.456;-48.504
PA;Nova Ipixuna;150497;1504976;Belém;1213.95;390.51;-4.921;-49.077;-1.456;-48.504
PA;Nova Timboteua;150500;1505007;Belém;1621.65;127.35;-1.206;-47.386;-1.456;-48.504
PA;Novo Progresso;150503;1505031;Belém;1256.80;990.75;-7.147;-55.382;-1.456;-48.504
PA;Novo Repartimento;150506;1505064;Belém;1289.30;350.40;-4.331;-49.796;-1.456;-48.504
PA;Óbidos;150510;1505106;Belém;1751.36;781.27;-1.918;-55.518;-1.456;-48.504
PA;Oeiras do Pará;150520;1505205;Belém;1546.37;161.90;-2.003;-49.854;-1.456;-48.504
PA;Oriximiná;150530;1505304;Belém;1784.59;819.02;-1.766;-55.866;-1.456;-48.504
PA;Ourém;150540;1505403;Belém;1585.02;154.29;-1.548;-47.119;-1.456;-48.504
PA;Ourilândia do Norte;150543;1505437;Belém;1060.71;654.98;-6.755;-51.084;-1.456;-48.504
PA;Pacajá;150548;1505486;Belém;1360.51;355.43;-3.838;-50.638;-1.456;-48.504
PA;Palestina do Pará;150549;1505494;Belém;1116.97;477.03;-5.742;-48.317;-1.456;-48.504
PA;Paragominas;150550;1505502;Belém;1423.03;213.63;-2.995;-47.353;-1.456;-48.504
PA;Parauapebas;150553;1505536;Belém;1101.12;535.76;-6.068;-49.902;-1.456;-48.504
PA;Pau D'Arco;150555;1505551;Belém;913.08;729.32;-7.833;-50.044;-1.456;-48.504
PA;Peixe-Boi;150560;1505601;Belém;1623.52;135.50;-1.192;-47.314;-1.456;-48.504
PA;Piçarra;150563;1505635;Belém;1043.84;555.47;-6.438;-48.872;-1.456;-48.504
PA;Placas;150565;1505650;Belém;1492.48;689.18;-3.868;-54.220;-1.456;-48.504
PA;Ponta de Pedras;150570;1505700;Belém;1603.42;41.45;-1.390;-48.871;-1.456;-48.504
PA;Portel;150580;1505809;Belém;1571.64;263.00;-1.936;-50.821;-1.456;-48.504
PA;Porto de Moz;150590;1505908;Belém;1630.16;416.31;-1.748;-52.238;-1.456;-48.504
PA;Prainha;150600;1506005;Belém;1669.27;554.40;-1.800;-53.480;-1.456;-48.504
PA;Primavera;150610;1506104;Belém;1652.21;164.51;-0.943;-47.116;-1.456;-48.504
PA;Quatipuru;150611;1506112;Belém;1657.57;177.60;-0.901;-47.006;-1.456;-48.504
PA;Redenção;150613;1506138;Belém;891.62;750.20;-8.029;-50.031;-1.456;-48.504
PA;Rio Maria;150616;1506161;Belém;969.51;673.16;-7.311;-50.048;-1.456;-48.504
PA;Rondon do Pará;150618;1506187;Belém;1223.68;372.34;-4.776;-48.067;-1.456;-48.504
PA;Rurópolis;150619;1506195;Belém;1506.70;769.60;-4.096;-54.910;-1.456;-48.504
PA;Salinópolis;150620;1506203;Belém;1685.89;157.31;-0.629;-47.356;-1.456;-48.504
PA;Salvaterra;150630;1506302;Belém;1672.17;78.18;-0.753;-48.517;-1.456;-48.504
PA;Santa Bárbara do Pará;150635;1506351;Belém;1619.05;34.79;-1.224;-48.294;-1.456;-48.504
PA;Santa Cruz do Arari;150640;1506401;Belém;1686.26;114.56;-0.664;-49.163;-1.456;-48.504
PA;Santa Isabel do Pará;150650;1506500;Belém;1610.41;41.94;-1.299;-48.161;-1.456;-48.504
PA;Santa Luzia do Pará;150655;1506559;Belém;1589.67;173.76;-1.517;-46.942;-1.456;-48.504
PA;Santa Maria das Barreiras;150658;1506583;Belém;794.22;833.70;-8.855;-49.722;-1.456;-48.504
PA;Santa Maria do Pará;150660;1506609;Belém;1604.79;103.80;-1.352;-47.576;-1.456;-48.504
PA;Santana do Araguaia;150670;1506708;Belém;756.47;925.24;-9.505;-50.625;-1.456;-48.504
PA;Santarém;150680;1506807;Belém;1658.43;698.13;-2.443;-54.708;-1.456;-48.504
PA;Santarém Novo;150690;1506906;Belém;1652.39;136.31;-0.929;-47.397;-1.456;-48.504
PA;Santo Antônio do Tauá;150700;1507003;Belém;1626.71;53.67;-1.152;-48.129;-1.456;-48.504
PA;São Caetano de Odivelas;150710;1507102;Belém;1671.29;95.17;-0.750;-48.020;-1.456;-48.504
